Species,Group,Period,WoP,WG,Name,Sex,Class,dInfant,Pregnant,Evidence,Comment
RT,R4,d,50,0.4 - 1,Luna,Female,AF,1,0,dInfant,
RT,R4,d,51,2-3,Luna,Female,AF,1,0,dInfant,
RT,R4,d,52,4,Luna,Female,AF,1,0,dInfant,
RT,R4,d,53,5-6,Luna,Female,AF,1,0,dInfant,
RT,R4,d,48,0.1,Mars,Female,AF,0,1,inferred,
RT,R4,d,49,0.2-0.3,Mars,Female,AF,0,1,E2 level,
RT,R4,d,50,0.4 - 1,Mars,Female,AF,0,1,E2 level,
RT,R4,d,51,2-3,Mars,Female,AF,0,1,E2 level,
RT,R4,d,52,4,Mars,Female,AF,0,,no data,
RT,R4,d,53,5-6,Mars,Female,AF,0,,no data,
RT,R4,d,48,0.1,Moon,Female,SF,,,,
RT,R4,d,49,0.2-0.3,Moon,Female,SF,,,,
RT,R4,d,50,0.4 - 1,Moon,Female,SF,,,,
RT,R4,d,51,2-3,Moon,Female,SF,,,,
RT,R4,d,52,4,Moon,Female,SF,,,,
RT,R4,d,53,5-6,Moon,Female,SF,,,,
RT,R4,d,48,0.1,Pacific,Female,SF,,,,
RT,R4,d,49,0.2-0.3,Pacific,Female,SF,,,,
RT,R4,d,50,0.4 - 1,Pacific,Female,SF,,,,
RT,R4,d,51,2-3,Pacific,Female,SF,,,,
RT,R4,d,52,4,Pacific,Female,SF,,,,
RT,R4,d,53,5-6,Pacific,Female,SF,,,,
RT,R4,d,48,0.1,Pluto,Female,AF,0,,no data,
RT,R4,d,49,0.2-0.3,Pluto,Female,AF,0,,no data,
RT,R4,d,50,0.4 - 1,Pluto,Female,AF,0,0,E2 level,
RT,R4,d,51,2-3,Pluto,Female,AF,0,0,E2 level,
RT,R4,d,52,4,Pluto,Female,AF,0,0,E2 level,
RT,R4,d,53,5-6,Pluto,Female,AF,0,0,E2 level,
RT,R4,d,48,0.1,Sky,Female,AF,0,,no data,
RT,R4,d,49,0.2-0.3,Sky,Female,AF,0,,no data,
RT,R4,d,50,0.4 - 1,Sky,Female,AF,0,,no data,
RT,R4,d,51,2-3,Sky,Female,AF,0,,no data,
RT,R4,d,52,4,Sky,Female,AF,0,,no data,
RT,R4,d,53,5-6,Sky,Female,AF,0,,no data,
RT,R4,d,48,0.1,Uranus,Female,AF,0,,no data,
RT,R4,d,49,0.2-0.3,Uranus,Female,AF,0,,no data,
RT,R4,d,50,0.4 - 1,Uranus,Female,AF,0,1,E2 level,
RT,R4,d,51,2-3,Uranus,Female,AF,0,10,E2 level,
RT,R4,d,52,4,Uranus,Female,AF,0,0,E2 level,
RT,R4,d,53,5-6,Uranus,Female,AF,0,,no data,
RT,R4,d,48,0.1,Venus,Female,AF,0,,no data,
RT,R4,d,49,0.2-0.3,Venus,Female,AF,0,1,inferred,
RT,R4,d,50,0.4 - 1,Venus,Female,AF,0,1,E2 level,
RT,R4,d,51,2-3,Venus,Female,AF,0,0,E2 level,stillbirth?
RT,R4,d,52,4,Venus,Female,AF,0,0,E2 level,
RT,R4,d,53,5-6,Venus,Female,AF,0,0,E2 level,
RT,R4,d,48,0.1,Victoria,Unknown,JV,,,,
RT,R4,d,49,0.2-0.3,Victoria,Unknown,JV,,,,
RT,R4,d,50,0.4 - 1,Victoria,Unknown,JV,,,,
RT,R4,d,51,2-3,Victoria,Unknown,JV,,,,
RT,R4,d,52,4,Victoria,Unknown,JV,,,,
RT,R4,d,53,5-6,Victoria,Unknown,JV,,,,
RT,R4,f,63,7-8,Andromeda,Female,AF,0,0,E2 level,
RT,R4,f,64,9,Andromeda,Female,AF,0,0,E2 level,
RT,R4,f,65,10,Andromeda,Female,AF,0,0,E2 level,
RT,R4,f,66,11,Andromeda,Female,AF,0,0,E2 level,
RT,R4,f,67,12,Andromeda,Female,AF,0,0,E2 level,
RT,R4,f,63,7-8,Earth,Male,AM,,,,
RT,R4,f,64,9,Earth,Male,AM,,,,
RT,R4,f,65,10,Earth,Male,AM,,,,
RT,R4,f,66,11,Earth,Male,AM,,,,
RT,R4,f,67,12,Earth,Male,AM,,,,
RT,R4,f,63,7-8,Indian,Male,SM,,,,
RT,R4,f,64,9,Indian,Male,SM,,,,
RT,R4,f,65,10,Indian,Male,SM,,,,
RT,R4,f,66,11,Indian,Male,SM,,,,
RT,R4,f,67,12,Indian,Male,SM,,,,
RT,R4,f,63,7-8,Jupiter,Female,AF,0,1,E2 level,
RT,R4,f,64,9,Jupiter,Female,AF,0,,no data,
RT,R4,f,65,10,Jupiter,Female,AF,0,,no data,
RT,R4,f,66,11,Jupiter,Female,,,,,missing from group
RT,R4,f,67,12,Jupiter,Female,,,,,missing from group
RT,R4,f,63,7-8,Luna,Female,AF,0,0,E2 level,
RT,R4,f,64,9,Luna,Female,AF,0,0,E2 level,
RT,R4,f,65,10,Luna,Female,AF,0,0,E2 level,
RT,R4,f,66,11,Luna,Female,AF,0,0,E2 level,
RT,R4,f,67,12,Luna,Female,AF,0,0,E2 level,
RT,R4,f,63,7-8,Mars,Female,AF,1,0,dInfant,
RT,R4,f,64,9,Mars,Female,AF,1,0,dInfant,
RT,R4,f,65,10,Mars,Female,AF,1,0,dInfant,
RT,R4,f,66,11,Mars,Female,AF,1,0,dInfant,
RT,R4,f,67,12,Mars,Female,AF,1,0,dInfant,
RT,R4,f,63,7-8,Moon,Female,AF,0,0,E2 level,
RT,R4,f,64,9,Moon,Female,AF,0,0,E2 level,
RT,R4,f,65,10,Moon,Female,AF,0,0,E2 level,
RT,R4,f,66,11,Moon,Female,AF,0,0,E2 level,
RT,R4,f,67,12,Moon,Female,AF,0,0,E2 level,
RT,R4,f,63,7-8,Pacific,Female,AF,0,0,E2 level,
RT,R4,f,64,9,Pacific,Female,AF,0,0,E2 level,
RT,R4,f,65,10,Pacific,Female,AF,0,0,E2 level,
RT,R4,f,66,11,Pacific,Female,AF,0,0,E2 level,
RT,R4,f,67,12,Pacific,Female,AF,0,0,E2 level,
RT,R4,f,63,7-8,Pluto,Female,AF,1,0,E2 level,
RT,R4,f,64,9,Pluto,Female,AF,1,0,E2 level,
RT,R4,f,65,10,Pluto,Female,AF,1,0,E2 level,
RT,R4,f,66,11,Pluto,Female,AF,1,0,E2 level,
RT,R4,f,67,12,Pluto,Female,AF,1,0,E2 level,
RT,R4,f,63,7-8,Sky,Female,AF,0,0,E2 level,
RT,R4,f,64,9,Sky,Female,AF,0,0,E2 level,
RT,R4,f,65,10,Sky,Female,AF,0,0,E2 level,
RT,R4,f,66,11,Sky,Female,AF,0,0,E2 level,
RT,R4,f,67,12,Sky,Female,AF,0,0,E2 level,
RT,R4,f,63,7-8,Uranus,Female,AF,0,0,E2 level,
RT,R4,f,64,9,Uranus,Female,AF,0,0,E2 level,
RT,R4,f,65,10,Uranus,Female,AF,0,0,E2 level,
RT,R4,f,66,11,Uranus,Female,AF,0,0,E2 level,
RT,R4,f,67,12,Uranus,Female,AF,0,0,E2 level,
RT,R4,f,63,7-8,Venus,Female,AF,1,0,E2 level,
RT,R4,f,64,9,Venus,Female,AF,1,0,E2 level,
RT,R4,f,65,10,Venus,Female,AF,1,0,E2 level,
RT,R4,f,66,11,Venus,Female,AF,1,0,E2 level,
RT,R4,f,67,12,Venus,Female,AF,1,0,E2 level,
RT,R4,f,63,7-8,Victoria,Unknown,SA,,,,
RT,R4,f,64,9,Victoria,Unknown,SA,,,,
RT,R4,f,65,10,Victoria,Unknown,SA,,,,
RT,R4,f,66,11,Victoria,Unknown,SA,,,,
RT,R4,f,67,12,Victoria,Unknown,SA,,,,
RT,R5,b,28,0.1,Alex,Male,JV,,,,
RT,R5,b,29,0.2-0.3,Alex,Male,JV,,,,
RT,R5,b,29.5,0.4,Alex,Male,JV,,,,
RT,R5,b,30,0.5 - 1,Alex,Male,JV,,,,
RT,R5,b,32,2,Alex,Male,JV,,,,
RT,R5,b,34,3,Alex,Male,JV,,,,
RT,R5,b,36,4,Alex,Male,JV,,,,
RT,R5,b,38,5,Alex,Male,JV,,,,
RT,R5,b,28,0.1,Annette,Female,AF,0,,no data,
RT,R5,b,29,0.2-0.3,Annette,Female,AF,0,,no data,
RT,R5,b,29.5,0.4,Annette,Female,AF,0,,no data,
RT,R5,b,30,0.5 - 1,Annette,Female,AF,0,,no data,
RT,R5,b,32,2,Annette,Female,AF,0,,no data,
RT,R5,b,34,3,Annette,Female,AF,0,,no data,
RT,R5,b,36,4,Annette,Female,AF,0,,no data,
RT,R5,b,38,5,Annette,Female,AF,0,,no data,
RT,R5,b,28,0.1,Carter,Male,AM,,,,
RT,R5,b,29,0.2-0.3,Carter,Male,AM,,,,
RT,R5,b,29.5,0.4,Carter,Male,AM,,,,
RT,R5,b,30,0.5 - 1,Carter,Male,AM,,,,
RT,R5,b,32,2,Carter,Male,AM,,,,
RT,R5,b,34,3,Carter,Male,AM,,,,
RT,R5,b,36,4,Carter,Male,AM,,,,
RT,R5,b,38,5,Carter,Male,AM,,,,
RT,R5,b,28,0.1,Chris,Female,JV,,,,
RT,R5,b,29,0.2-0.3,Chris,Female,JV,,,,
RT,R5,b,29.5,0.4,Chris,Female,JV,,,,
RT,R5,b,30,0.5 - 1,Chris,Female,JV,,,,
RT,R5,b,32,2,Chris,Female,JV,,,,
RT,R5,b,34,3,Chris,Female,JV,,,,
RT,R5,b,36,4,Chris,Female,JV,,,,
RT,R5,b,38,5,Chris,Female,JV,,,,
RT,R5,b,28,0.1,Dizzy,Female,AF,1,0,dInfant,
RT,R5,b,29,0.2-0.3,Dizzy,Female,AF,1,0,dInfant,
RT,R5,b,29.5,0.4,Dizzy,Female,AF,1,0,dInfant,
RT,R5,b,30,0.5 - 1,Dizzy,Female,AF,1,0,dInfant,
RT,R5,b,32,2,Dizzy,Female,AF,0,,no data,
RT,R5,b,34,3,Dizzy,Female,AF,0,,no data,
RT,R5,b,36,4,Dizzy,Female,AF,0,,no data,
RT,R5,b,38,5,Dizzy,Female,AF,0,,no data,
RT,R5,b,28,0.1,Doreen,Female,AF,1,0,dInfant,
RT,R5,b,29,0.2-0.3,Doreen,Female,AF,1,0,dInfant,
RT,R5,b,29.5,0.4,Doreen,Female,AF,1,0,dInfant,
RT,R5,b,30,0.5 - 1,Doreen,Female,AF,1,0,dInfant,
RT,R5,b,32,2,Doreen,Female,AF,1,0,dInfant,
RT,R5,b,34,3,Doreen,Female,AF,0,,no data,
RT,R5,b,36,4,Doreen,Female,AF,0,,no data,
RT,R5,b,38,5,Doreen,Female,AF,0,,no data,
RT,R5,b,28,0.1,Edith,Female,AF,0,1,birth,
RT,R5,b,29,0.2-0.3,Edith,Female,AF,0,1,birth,
RT,R5,b,29.5,0.4,Edith,Female,AF,0,1,birth,
RT,R5,b,30,0.5 - 1,Edith,Female,AF,0,1,birth,
RT,R5,b,32,2,Edith,Female,AF,0,1,birth,
RT,R5,b,34,3,Edith,Female,AF,1,0,dInfant,
RT,R5,b,36,4,Edith,Female,AF,1,0,dInfant,
RT,R5,b,38,5,Edith,Female,AF,1,0,dInfant,
RT,R5,b,28,0.1,Ellen,Female,JV,,,,
RT,R5,b,29,0.2-0.3,Ellen,Female,JV,,,,
RT,R5,b,29.5,0.4,Ellen,Female,JV,,,,
RT,R5,b,30,0.5 - 1,Ellen,Female,JV,,,,
RT,R5,b,32,2,Ellen,Female,JV,,,,
RT,R5,b,34,3,Ellen,Female,JV,,,,
RT,R5,b,36,4,Ellen,Female,JV,,,,
RT,R5,b,38,5,Ellen,Female,JV,,,,
RT,R5,b,28,0.1,Jack,Female,JV,,,,
RT,R5,b,29,0.2-0.3,Jack,Female,JV,,,,
RT,R5,b,29.5,0.4,Jack,Female,JV,,,,
RT,R5,b,30,0.5 - 1,Jack,Female,JV,,,,
RT,R5,b,32,2,Jack,Female,JV,,,,
RT,R5,b,34,3,Jack,Female,JV,,,,
RT,R5,b,36,4,Jack,Female,JV,,,,
RT,R5,b,38,5,Jack,Female,JV,,,,
RT,R5,b,28,0.1,Jane,Female,AF,0,,no data,
RT,R5,b,29,0.2-0.3,Jane,Female,AF,0,,no data,
RT,R5,b,29.5,0.4,Jane,Female,AF,0,,no data,
RT,R5,b,30,0.5 - 1,Jane,Female,AF,0,,no data,
RT,R5,b,32,2,Jane,Female,AF,0,,no data,
RT,R5,b,34,3,Jane,Female,AF,0,,no data,
RT,R5,b,36,4,Jane,Female,AF,0,,no data,
RT,R5,b,38,5,Jane,Female,AF,0,,no data,
RT,R5,b,28,0.1,Joy,Female,JV,,,,
RT,R5,b,29,0.2-0.3,Joy,Female,JV,,,,
RT,R5,b,29.5,0.4,Joy,Female,JV,,,,
RT,R5,b,30,0.5 - 1,Joy,Female,JV,,,,
RT,R5,b,32,2,Joy,Female,JV,,,,
RT,R5,b,34,3,Joy,Female,JV,,,,
RT,R5,b,36,4,Joy,Female,JV,,,,
RT,R5,b,38,5,Joy,Female,JV,,,,
RT,R5,b,28,0.1,Julie,Female,AF,0,1,birth,
RT,R5,b,29,0.2-0.3,Julie,Female,AF,0,1,birth,
RT,R5,b,29.5,0.4,Julie,Female,AF,0,1,birth,
RT,R5,b,30,0.5 - 1,Julie,Female,AF,0,1,birth,
RT,R5,b,32,2,Julie,Female,AF,0,1,birth,
RT,R5,b,34,3,Julie,Female,AF,1,0,dInfant,
RT,R5,b,36,4,Julie,Female,AF,1,0,dInfant,
RT,R5,b,38,5,Julie,Female,AF,1,0,dInfant,
RT,R5,b,28,0.1,Kate,Female,AF,0,,no data,
RT,R5,b,29,0.2-0.3,Kate,Female,AF,0,,no data,
RT,R5,b,29.5,0.4,Kate,Female,AF,0,,no data,
RT,R5,b,30,0.5 - 1,Kate,Female,AF,0,,no data,
RT,R5,b,32,2,Kate,Female,AF,0,,no data,
RT,R5,b,34,3,Kate,Female,AF,0,,no data,
RT,R5,b,36,4,Kate,Female,AF,0,,no data,
RT,R5,b,38,5,Kate,Female,AF,0,,no data,
RT,R5,b,28,0.1,Light,Female,AF,1,0,dInfant,
RT,R5,b,29,0.2-0.3,Light,Female,AF,1,0,dInfant,
RT,R5,b,29.5,0.4,Light,Female,AF,1,0,dInfant,
RT,R5,b,30,0.5 - 1,Light,Female,AF,1,0,dInfant,
RT,R5,b,32,2,Light,Female,AF,0,,no data,
RT,R5,b,34,3,Light,Female,AF,0,,no data,
RT,R5,b,36,4,Light,Female,AF,0,,no data,
RT,R5,b,38,5,Light,Female,AF,0,,no data,
RT,R5,b,28,0.1,Mark,Male,,,,,
RT,R5,b,29,0.2-0.3,Mark,Male,,,,,
RT,R5,b,29.5,0.4,Mark,Male,,,,,
RT,R5,b,30,0.5 - 1,Mark,Male,,,,,
RT,R5,b,32,2,Mark,Male,,,,,
RT,R5,b,34,3,Mark,Male,,,,,
RT,R5,b,36,4,Mark,Male,,,,,
RT,R5,b,38,5,Mark,Male,,,,,
RT,R5,b,28,0.1,Patrick,Female,JV,,,,
RT,R5,b,29,0.2-0.3,Patrick,Female,JV,,,,
RT,R5,b,29.5,0.4,Patrick,Female,JV,,,,
RT,R5,b,30,0.5 - 1,Patrick,Female,JV,,,,
RT,R5,b,32,2,Patrick,Female,JV,,,,
RT,R5,b,34,3,Patrick,Female,JV,,,,
RT,R5,b,36,4,Patrick,Female,JV,,,,
RT,R5,b,38,5,Patrick,Female,JV,,,,
RT,R5,b,28,0.1,Ringtail,Female,AF,0,,no data,
RT,R5,b,29,0.2-0.3,Ringtail,Female,AF,0,,no data,
RT,R5,b,29.5,0.4,Ringtail,Female,AF,0,,no data,
RT,R5,b,30,0.5 - 1,Ringtail,Female,AF,0,,no data,
RT,R5,b,32,2,Ringtail,Female,AF,0,,no data,
RT,R5,b,34,3,Ringtail,Female,AF,0,,no data,
RT,R5,b,36,4,Ringtail,Female,AF,0,,no data,
RT,R5,b,38,5,Ringtail,Female,AF,0,,no data,
RT,R5,b,28,0.1,Robert,Male,SM,,,,
RT,R5,b,29,0.2-0.3,Robert,Male,SM,,,,
RT,R5,b,29.5,0.4,Robert,Male,SM,,,,
RT,R5,b,30,0.5 - 1,Robert,Male,SM,,,,
RT,R5,b,32,2,Robert,Male,SM,,,,
RT,R5,b,34,3,Robert,Male,SM,,,,
RT,R5,b,36,4,Robert,Male,SM,,,,
RT,R5,b,38,5,Robert,Male,SM,,,,
RT,R5,b,28,0.1,Rose,Female,AF,0,1,birth,
RT,R5,b,29,0.2-0.3,Rose,Female,AF,0,1,birth,
RT,R5,b,29.5,0.4,Rose,Female,AF,0,1,birth,
RT,R5,b,30,0.5 - 1,Rose,Female,AF,0,1,birth,
RT,R5,b,32,2,Rose,Female,AF,0,1,birth,
RT,R5,b,34,3,Rose,Female,AF,1,1,birth,
RT,R5,b,36,4,Rose,Female,AF,1,0,dInfant,
RT,R5,b,38,5,Rose,Female,AF,1,0,dInfant,
RT,R5,b,28,0.1,Sarah,Female,AF,0,,no data,
RT,R5,b,29,0.2-0.3,Sarah,Female,AF,0,,no data,
RT,R5,b,29.5,0.4,Sarah,Female,AF,0,,no data,
RT,R5,b,30,0.5 - 1,Sarah,Female,AF,0,,no data,
RT,R5,b,32,2,Sarah,Female,AF,0,,no data,
RT,R5,b,34,3,Sarah,Female,AF,0,,no data,
RT,R5,b,36,4,Sarah,Female,AF,0,,no data,
RT,R5,b,38,5,Sarah,Female,AF,0,,no data,
RT,R5,b,28,0.1,Teddy,Female,AF,0,,no data,
RT,R5,b,29,0.2-0.3,Teddy,Female,AF,0,,no data,
RT,R5,b,29.5,0.4,Teddy,Female,AF,0,,no data,
RT,R5,b,30,0.5 - 1,Teddy,Female,AF,0,,no data,
RT,R5,b,32,2,Teddy,Female,AF,0,,no data,
RT,R5,b,34,3,Teddy,Female,AF,0,,no data,
RT,R5,b,36,4,Teddy,Female,AF,0,,no data,
RT,R5,b,38,5,Teddy,Female,AF,0,,no data,
RT,R5,b,28,0.1,Topista,Female,AF,0,1,birth,
RT,R5,b,29,0.2-0.3,Topista,Female,AF,0,1,birth,
RT,R5,b,29.5,0.4,Topista,Female,AF,0,1,birth,
RT,R5,b,30,0.5 - 1,Topista,Female,AF,1,0,dInfant,
RT,R5,b,32,2,Topista,Female,AF,1,0,dInfant,
RT,R5,b,34,3,Topista,Female,AF,1,0,dInfant,
RT,R5,b,36,4,Topista,Female,AF,1,0,dInfant,
RT,R5,b,38,5,Topista,Female,AF,1,0,dInfant,
RT,R5,e,57,6-7,Alex,Male,JV,,,,
RT,R5,e,58,8-9,Alex,Male,JV,,,,
RT,R5,e,59,10-11,Alex,Male,JV,,,,
RT,R5,e,60,12-13,Alex,Male,JV,,,,
RT,R5,e,61,14-15,Alex,Male,JV,,,,
RT,R5,e,62,16-17,Alex,Male,JV,,,,
RT,R5,e,62.25,18,Alex,Male,JV,,,,
RT,R5,e,57,6-7,Annette,Female,AF,0,1,E2 level,
RT,R5,e,58,8-9,Annette,Female,AF,0,1,E2 level,
RT,R5,e,59,10-11,Annette,Female,AF,0,1,E2 level,
RT,R5,e,60,12-13,Annette,Female,AF,0,1,E2 level,
RT,R5,e,61,14-15,Annette,Female,AF,0,1,E2 level,
RT,R5,e,62,16-17,Annette,Female,AF,0,1,E2 level,
RT,R5,e,62.25,18,Annette,Female,AF,0,1,E2 level,
RT,R5,e,57,6-7,Carter,Male,AM,,,,Disappeared before next WoP
RT,R5,e,58,8-9,Carter,Male,,,,,
RT,R5,e,59,10-11,Carter,Male,,,,,
RT,R5,e,60,12-13,Carter,Male,,,,,
RT,R5,e,61,14-15,Carter,Male,,,,,
RT,R5,e,62,16-17,Carter,Male,,,,,
RT,R5,e,62.25,18,Carter,Male,,,,,
RT,R5,e,57,6-7,Chris,Female,AF,0,,no data,
RT,R5,e,58,8-9,Chris,Female,AF,0,,no data,
RT,R5,e,59,10-11,Chris,Female,AF,0,,no data,
RT,R5,e,60,12-13,Chris,Female,AF,0,0,E2 level,
RT,R5,e,61,14-15,Chris,Female,AF,0,0,E2 level,
RT,R5,e,62,16-17,Chris,Female,AF,0,,no data,
RT,R5,e,62.25,18,Chris,Female,AF,0,,no data,
RT,R5,e,57,6-7,Dizzy,Female,AF,0,0,E2 level,
RT,R5,e,58,8-9,Dizzy,Female,AF,0,0,E2 level,
RT,R5,e,59,10-11,Dizzy,Female,AF,0,0,E2 level,
RT,R5,e,60,12-13,Dizzy,Female,AF,0,0,E2 level & mating,Dizzy mates w/ Mark
RT,R5,e,61,14-15,Dizzy,Female,AF,0,1,E2 level,
RT,R5,e,62,16-17,Dizzy,Female,AF,0,1,inferred,
RT,R5,e,62.25,18,Dizzy,Female,AF,0,1,inferred,
RT,R5,e,57,6-7,Doreen,Female,AF,0,1,birth,
RT,R5,e,58,8-9,Doreen,Female,AF,0,1,birth,
RT,R5,e,59,10-11,Doreen,Female,AF,0,1,birth,
RT,R5,e,60,12-13,Doreen,Female,AF,0,1,birth,
RT,R5,e,61,14-15,Doreen,Female,AF,1,0,dInfant,
RT,R5,e,62,16-17,Doreen,Female,AF,1,0,dInfant,
RT,R5,e,62.25,18,Doreen,Female,AF,1,0,dInfant,
RT,R5,e,57,6-7,Edith,Female,AF,0,1,birth,Edith mates w/ Mark
RT,R5,e,58,8-9,Edith,Female,AF,0,1,birth,Edith mates w/ Mark
RT,R5,e,59,10-11,Edith,Female,AF,0,1,birth,Edith mates w/ Mark
RT,R5,e,60,12-13,Edith,Female,AF,1,0,dInfant,
RT,R5,e,61,14-15,Edith,Female,AF,1,0,dInfant,
RT,R5,e,62,16-17,Edith,Female,AF,1,0,dInfant,
RT,R5,e,62.25,18,Edith,Female,AF,1,0,dInfant,
RT,R5,e,57,6-7,Ellen,Female,SF,,,,
RT,R5,e,58,8-9,Ellen,Female,SF,,,,
RT,R5,e,59,10-11,Ellen,Female,SF,,,,
RT,R5,e,60,12-13,Ellen,Female,SF,,,,
RT,R5,e,61,14-15,Ellen,Female,SF,,,,
RT,R5,e,62,16-17,Ellen,Female,SF,,,,
RT,R5,e,62.25,18,Ellen,Female,SF,,,,
RT,R5,e,57,6-7,Jack,Female,SF,,,,
RT,R5,e,58,8-9,Jack,Female,SF,,,,
RT,R5,e,59,10-11,Jack,Female,SF,,,,
RT,R5,e,60,12-13,Jack,Female,SF,,,,
RT,R5,e,61,14-15,Jack,Female,SF,,,,
RT,R5,e,62,16-17,Jack,Female,SF,,,,
RT,R5,e,62.25,18,Jack,Female,SF,,,,
RT,R5,e,57,6-7,Jane,Female,AF,0,1,birth,Jane mates w/ Mark
RT,R5,e,58,8-9,Jane,Female,AF,0,1,birth,
RT,R5,e,59,10-11,Jane,Female,AF,0,1,birth,
RT,R5,e,60,12-13,Jane,Female,AF,1,0,dInfant,
RT,R5,e,61,14-15,Jane,Female,AF,1,0,dInfant,
RT,R5,e,62,16-17,Jane,Female,AF,1,0,dInfant,
RT,R5,e,62.25,18,Jane,Female,AF,1,0,dInfant,
RT,R5,e,57,6-7,Joy,Female,SF,,,,
RT,R5,e,58,8-9,Joy,Female,SF,,,,
RT,R5,e,59,10-11,Joy,Female,SF,,,,
RT,R5,e,60,12-13,Joy,Female,SF,,,,
RT,R5,e,61,14-15,Joy,Female,SF,,,,
RT,R5,e,62,16-17,Joy,Female,SF,,,,
RT,R5,e,62.25,18,Joy,Female,SF,,,,
RT,R5,e,57,6-7,Julie,Female,AF,0,1,birth,Julie mates w/ Mark
RT,R5,e,58,8-9,Julie,Female,AF,0,1,birth,
RT,R5,e,59,10-11,Julie,Female,AF,0,1,birth,
RT,R5,e,60,12-13,Julie,Female,AF,0,1,birth,
RT,R5,e,61,14-15,Julie,Female,AF,0,1,birth,
RT,R5,e,62,16-17,Julie,Female,AF,1,0,dInfant,
RT,R5,e,62.25,18,Julie,Female,AF,1,0,dInfant,
RT,R5,e,57,6-7,Kate,Female,AF,0,1,inferred,
RT,R5,e,58,8-9,Kate,Female,AF,0,1,E2 level,Kate mates w/ Mark
RT,R5,e,59,10-11,Kate,Female,AF,0,0,E2 level,looks like a miscarriage
RT,R5,e,60,12-13,Kate,Female,AF,0,0,E2 level,
RT,R5,e,61,14-15,Kate,Female,AF,0,0,E2 level,
RT,R5,e,62,16-17,Kate,Female,AF,0,0,E2 level,
RT,R5,e,62.25,18,Kate,Female,AF,0,0,E2 level,
RT,R5,e,57,6-7,Light,Female,AF,0,1,birth,
RT,R5,e,58,8-9,Light,Female,AF,0,1,birth,
RT,R5,e,59,10-11,Light,Female,AF,0,1,birth,
RT,R5,e,60,12-13,Light,Female,AF,0,1,birth,
RT,R5,e,61,14-15,Light,Female,AF,0,1,birth,
RT,R5,e,62,16-17,Light,Female,AF,1,0,dInfant,
RT,R5,e,62.25,18,Light,Female,AF,1,0,dInfant,
RT,R5,e,57,6-7,Mark,Male,,,,,
RT,R5,e,58,8-9,Mark,Male,AM,,,,appeared in this WoP
RT,R5,e,59,10-11,Mark,Male,AM,,,,
RT,R5,e,60,12-13,Mark,Male,AM,,,,
RT,R5,e,61,14-15,Mark,Male,AM,,,,
RT,R5,e,62,16-17,Mark,Male,AM,,,,
RT,R5,e,62.25,18,Mark,Male,AM,,,,
RT,R5,e,57,6-7,Patrick,Female,AF,0,,no data,
RT,R5,e,58,8-9,Patrick,Female,AF,0,,no data,
RT,R5,e,59,10-11,Patrick,Female,AF,0,,no data,
RT,R5,e,60,12-13,Patrick,Female,AF,0,,no data,
RT,R5,e,61,14-15,Patrick,Female,AF,0,0,E2 level,
RT,R5,e,62,16-17,Patrick,Female,AF,0,,no data,
RT,R5,e,62.25,18,Patrick,Female,AF,0,,no data,
RT,R5,e,57,6-7,Ringtail,Female,AF,0,1,E2 level,
RT,R5,e,58,8-9,Ringtail,Female,AF,0,1,E2 level,
RT,R5,e,59,10-11,Ringtail,Female,AF,0,1,E2 level,
RT,R5,e,60,12-13,Ringtail,Female,AF,0,1,E2 level,
RT,R5,e,61,14-15,Ringtail,Female,AF,0,1,E2 level,
RT,R5,e,62,16-17,Ringtail,Female,AF,0,,no data,
RT,R5,e,62.25,18,Ringtail,Female,AF,0,,no data,
RT,R5,e,57,6-7,Robert,Male,SM,,,,disappeared late in WoP
RT,R5,e,58,8-9,Robert,Male,,,,,
RT,R5,e,59,10-11,Robert,Male,,,,,
RT,R5,e,60,12-13,Robert,Male,,,,,
RT,R5,e,61,14-15,Robert,Male,,,,,
RT,R5,e,62,16-17,Robert,Male,,,,,
RT,R5,e,62.25,18,Robert,Male,,,,,
RT,R5,e,57,6-7,Rose,Female,AF,0,1,E2 level,Rose mates w/ Mark
RT,R5,e,58,8-9,Rose,Female,AF,0,1,E2 level,
RT,R5,e,59,10-11,Rose,Female,AF,0,1,E2 level,
RT,R5,e,60,12-13,Rose,Female,AF,0,1,E2 level,
RT,R5,e,61,14-15,Rose,Female,AF,0,1,E2 level,
RT,R5,e,62,16-17,Rose,Female,AF,0,,no data,
RT,R5,e,62.25,18,Rose,Female,AF,0,,no data,
RT,R5,e,57,6-7,Sarah,Female,AF,0,1,E2 level,
RT,R5,e,58,8-9,Sarah,Female,AF,0,1,E2 level,
RT,R5,e,59,10-11,Sarah,Female,AF,0,1,E2 level,
RT,R5,e,60,12-13,Sarah,Female,AF,0,1,E2 level,
RT,R5,e,61,14-15,Sarah,Female,AF,0,0,E2 level,presumed stillbirth
RT,R5,e,62,16-17,Sarah,Female,AF,0,0,E2 level,
RT,R5,e,62.25,18,Sarah,Female,AF,0,0,E2 level,
RT,R5,e,57,6-7,Teddy,Female,AF,0,,no data,
RT,R5,e,58,8-9,Teddy,Female,AF,0,0,E2 level,
RT,R5,e,59,10-11,Teddy,Female,AF,0,1,E2 level,
RT,R5,e,60,12-13,Teddy,Female,AF,0,1,E2 level,
RT,R5,e,61,14-15,Teddy,Female,AF,0,1,E2 level,
RT,R5,e,62,16-17,Teddy,Female,AF,0,,no data,
