Species,Group,Period,WoP,WG,Name,Sex,Class,dInfant,Pregnant,Evidence,Comment
RT,R5,e,62.25,18,Teddy,Female,AF,0,,no data,
RT,R5,e,57,6-7,Topista,Female,AF,0,1,birth,
RT,R5,e,58,8-9,Topista,Female,AF,0,1,birth,
RT,R5,e,59,10-11,Topista,Female,AF,0,1,birth,
RT,R5,e,60,12-13,Topista,Female,AF,1,1,dInfant,
RT,R5,e,61,14-15,Topista,Female,AF,1,0,dInfant,
RT,R5,e,62,16-17,Topista,Female,AF,1,0,dInfant,
RT,R5,e,62.25,18,Topista,Female,AF,1,0,dInfant,
RT,R5,h,71,19,Alex,Male,JV,,,,
RT,R5,h,72,20-21,Alex,Male,JV,,,,
RT,R5,h,73,22-23,Alex,Male,JV,,,,
RT,R5,h,71,19,Annette,Female,AF,0,0,E2 level,
RT,R5,h,72,20-21,Annette,Female,AF,0,,no data,
RT,R5,h,73,22-23,Annette,Female,AF,0,,no data,
RT,R5,h,71,19,Carter,Male,,,,,
RT,R5,h,72,20-21,Carter,Male,,,,,
RT,R5,h,73,22-23,Carter,Male,,,,,
RT,R5,h,71,19,Chris,Female,AF,0,,no data,
RT,R5,h,72,20-21,Chris,Female,AF,0,,no data,
RT,R5,h,73,22-23,Chris,Female,AF,0,,no data,
RT,R5,h,71,19,Dizzy,Female,AF,0,0,E2 level,
RT,R5,h,72,20-21,Dizzy,Female,AF,0,,no data,
RT,R5,h,73,22-23,Dizzy,Female,AF,0,,no data,
RT,R5,h,71,19,Doreen,Female,AF,0,0,inferred,
RT,R5,h,72,20-21,Doreen,Female,AF,0,0,E2 level & mating,
RT,R5,h,73,22-23,Doreen,Female,AF,0,,no data,
RT,R5,h,71,19,Edith,Female,AF,0,0,E2 level,
RT,R5,h,72,20-21,Edith,Female,AF,0,,no data,
RT,R5,h,73,22-23,Edith,Female,AF,0,,no data,
RT,R5,h,71,19,Ellen,Female,SF,,,,
RT,R5,h,72,20-21,Ellen,Female,SF,,,,
RT,R5,h,73,22-23,Ellen,Female,SF,,,,
RT,R5,h,71,19,Jack,Female,SF,,,,
RT,R5,h,72,20-21,Jack,Female,SF,,,,
RT,R5,h,73,22-23,Jack,Female,SF,,,,
RT,R5,h,71,19,Jane,Female,AF,0,0,E2 level,
RT,R5,h,72,20-21,Jane,Female,AF,0,,no data,
RT,R5,h,73,22-23,Jane,Female,AF,0,,no data,
RT,R5,h,71,19,Joy,Female,SF,,,,
RT,R5,h,72,20-21,Joy,Female,SF,,,,
RT,R5,h,73,22-23,Joy,Female,SF,,,,
RT,R5,h,71,19,Julie,Female,AF,0,0,E2 level,
RT,R5,h,72,20-21,Julie,Female,AF,0,,no data,
RT,R5,h,73,22-23,Julie,Female,AF,0,,no data,
RT,R5,h,71,19,Kate,Female,AF,0,0,E2 level,
RT,R5,h,72,20-21,Kate,Female,AF,0,0,E2 level,
RT,R5,h,73,22-23,Kate,Female,AF,0,0,inferred,
RT,R5,h,71,19,Light,Female,AF,0,0,E2 level,
RT,R5,h,72,20-21,Light,Female,AF,0,0,E2 level,
RT,R5,h,73,22-23,Light,Female,AF,0,0,E2 level,
RT,R5,h,71,19,Mark,Male,AM,,,,
RT,R5,h,72,20-21,Mark,Male,AM,,,,
RT,R5,h,73,22-23,Mark,Male,AM,,,,
RT,R5,h,71,19,Patrick,Female,AF,0,0,E2 level,
RT,R5,h,72,20-21,Patrick,Female,AF,0,0,E2 level,
RT,R5,h,73,22-23,Patrick,Female,AF,0,,no data,
RT,R5,h,71,19,Ringtail,Female,AF,0,0,E2 level,
RT,R5,h,72,20-21,Ringtail,Female,AF,0,0,E2 level,
RT,R5,h,73,22-23,Ringtail,Female,AF,0,0,E2 level,
RT,R5,h,71,19,Robert,Male,,,,,
RT,R5,h,72,20-21,Robert,Male,,,,,
RT,R5,h,73,22-23,Robert,Male,,,,,
RT,R5,h,71,19,Rose,Female,AF,0,0,E2 level,
RT,R5,h,72,20-21,Rose,Female,AF,0,0,E2 level,
RT,R5,h,73,22-23,Rose,Female,AF,0,0,E2 level,
RT,R5,h,71,19,Sarah,Female,AF,1,0,E2 level,
RT,R5,h,72,20-21,Sarah,Female,AF,1,0,E2 level,
RT,R5,h,73,22-23,Sarah,Female,AF,1,0,E2 level,
RT,R5,h,71,19,Teddy,Female,AF,0,0,E2 level,
RT,R5,h,72,20-21,Teddy,Female,AF,0,0,E2 level,
RT,R5,h,73,22-23,Teddy,Female,AF,0,0,E2 level,
RT,R5,h,71,19,Topista,Female,AF,0,,no data,
RT,R5,h,72,20-21,Topista,Female,AF,0,,no data,
RT,R5,h,73,22-23,Topista,Female,AF,0,,no data,
RT,R6,b,28,0.1,Ategeka,Female,JV,,,,
RT,R6,b,29,0.2-0.3,Ategeka,Female,JV,,,,
RT,R6,b,29.5,0.4,Ategeka,Female,JV,,,,
RT,R6,b,30,0.5,Ategeka,Female,JV,,,,
RT,R6,b,31,1,Ategeka,Female,JV,,,,
RT,R6,b,33,2,Ategeka,Female,JV,,,,
RT,R6,b,35,3,Ategeka,Female,JV,,,,
RT,R6,b,37,4,Ategeka,Female,JV,,,,
RT,R6,b,39,5,Ategeka,Female,JV,,,,
RT,R6,b,28,0.1,Bacwenkojo,Female,AF,0,,no data,
RT,R6,b,29,0.2-0.3,Bacwenkojo,Female,AF,0,,no data,
RT,R6,b,29.5,0.4,Bacwenkojo,Female,AF,0,,no data,
RT,R6,b,30,0.5,Bacwenkojo,Female,AF,0,,no data,
RT,R6,b,31,1,Bacwenkojo,Female,AF,0,,no data,
RT,R6,b,33,2,Bacwenkojo,Female,AF,0,,no data,
RT,R6,b,35,3,Bacwenkojo,Female,AF,0,,no data,
RT,R6,b,37,4,Bacwenkojo,Female,AF,0,,no data,
RT,R6,b,39,5,Bacwenkojo,Female,AF,0,,no data,
RT,R6,b,28,0.1,Basemera,Female,AF,0,,no data,
RT,R6,b,29,0.2-0.3,Basemera,Female,AF,0,,no data,
RT,R6,b,29.5,0.4,Basemera,Female,AF,0,,no data,
RT,R6,b,30,0.5,Basemera,Female,AF,0,,no data,
RT,R6,b,31,1,Basemera,Female,AF,0,,no data,
RT,R6,b,33,2,Basemera,Female,AF,0,,no data,
RT,R6,b,35,3,Basemera,Female,AF,0,,no data,
RT,R6,b,37,4,Basemera,Female,AF,0,,no data,
RT,R6,b,39,5,Basemera,Female,AF,0,,no data,
RT,R6,b,28,0.1,Chance,Male,SM,,,,
RT,R6,b,29,0.2-0.3,Chance,Male,SM,,,,
RT,R6,b,29.5,0.4,Chance,Male,SM,,,,
RT,R6,b,30,0.5,Chance,Male,SM,,,,
RT,R6,b,31,1,Chance,Male,SM,,,,
RT,R6,b,33,2,Chance,Male,SM,,,,
RT,R6,b,35,3,Chance,Male,SM,,,,
RT,R6,b,37,4,Chance,Male,SM,,,,
RT,R6,b,39,5,Chance,Male,SM,,,,
RT,R6,b,28,0.1,Kaana,Unknown,JV,,,,
RT,R6,b,29,0.2-0.3,Kaana,Unknown,JV,,,,
RT,R6,b,29.5,0.4,Kaana,Unknown,JV,,,,
RT,R6,b,30,0.5,Kaana,Unknown,JV,,,,
RT,R6,b,31,1,Kaana,Unknown,JV,,,,
RT,R6,b,33,2,Kaana,Unknown,JV,,,,
RT,R6,b,35,3,Kaana,Unknown,JV,,,,
RT,R6,b,37,4,Kaana,Unknown,JV,,,,
RT,R6,b,39,5,Kaana,Unknown,JV,,,,
RT,R6,b,28,0.1,Kabaganda,Female,AF,0,,no data,
RT,R6,b,29,0.2-0.3,Kabaganda,Female,AF,0,,no data,
RT,R6,b,29.5,0.4,Kabaganda,Female,AF,0,,no data,
RT,R6,b,30,0.5,Kabaganda,Female,AF,0,,no data,
RT,R6,b,31,1,Kabaganda,Female,AF,0,,no data,
RT,R6,b,33,2,Kabaganda,Female,AF,0,,no data,
RT,R6,b,35,3,Kabaganda,Female,AF,0,,no data,
RT,R6,b,37,4,Kabaganda,Female,AF,0,,no data,
RT,R6,b,39,5,Kabaganda,Female,AF,0,,no data,
RT,R6,b,28,0.1,Kabarwani,Female,AF,0,,no data,
RT,R6,b,29,0.2-0.3,Kabarwani,Female,AF,0,,no data,
RT,R6,b,29.5,0.4,Kabarwani,Female,AF,0,,no data,
RT,R6,b,30,0.5,Kabarwani,Female,AF,0,,no data,
RT,R6,b,31,1,Kabarwani,Female,AF,0,,no data,
RT,R6,b,33,2,Kabarwani,Female,AF,0,,no data,
RT,R6,b,35,3,Kabarwani,Female,AF,0,,no data,
RT,R6,b,37,4,Kabarwani,Female,AF,0,,no data,
RT,R6,b,39,5,Kabarwani,Female,AF,0,,no data,
RT,R6,b,28,0.1,Kabeba,Unknown,JV,,,,
RT,R6,b,29,0.2-0.3,Kabeba,Unknown,JV,,,,
RT,R6,b,29.5,0.4,Kabeba,Unknown,JV,,,,
RT,R6,b,30,0.5,Kabeba,Unknown,JV,,,,
RT,R6,b,31,1,Kabeba,Unknown,JV,,,,
RT,R6,b,33,2,Kabeba,Unknown,JV,,,,
RT,R6,b,35,3,Kabeba,Unknown,JV,,,,
RT,R6,b,37,4,Kabeba,Unknown,JV,,,,
RT,R6,b,39,5,Kabeba,Unknown,JV,,,,
RT,R6,b,28,0.1,Kabulemu,Female,AF,0,,no data,
RT,R6,b,29,0.2-0.3,Kabulemu,Female,AF,0,,no data,
RT,R6,b,29.5,0.4,Kabulemu,Female,AF,0,,no data,
RT,R6,b,30,0.5,Kabulemu,Female,AF,0,,no data,
RT,R6,b,31,1,Kabulemu,Female,AF,0,,no data,
RT,R6,b,33,2,Kabulemu,Female,AF,0,,no data,
RT,R6,b,35,3,Kabulemu,Female,AF,0,,no data,
RT,R6,b,37,4,Kabulemu,Female,AF,0,,no data,
RT,R6,b,39,5,Kabulemu,Female,AF,0,,no data,
RT,R6,b,28,0.1,Kacupa,Female,JV,,,,
RT,R6,b,29,0.2-0.3,Kacupa,Female,JV,,,,
RT,R6,b,29.5,0.4,Kacupa,Female,JV,,,,
RT,R6,b,30,0.5,Kacupa,Female,JV,,,,
RT,R6,b,31,1,Kacupa,Female,JV,,,,
RT,R6,b,33,2,Kacupa,Female,JV,,,,
RT,R6,b,35,3,Kacupa,Female,JV,,,,
RT,R6,b,37,4,Kacupa,Female,JV,,,,
RT,R6,b,39,5,Kacupa,Female,JV,,,,
RT,R6,b,28,0.1,Kagurusi,Female,JV,,,,
RT,R6,b,29,0.2-0.3,Kagurusi,Female,JV,,,,
RT,R6,b,29.5,0.4,Kagurusi,Female,JV,,,,
RT,R6,b,30,0.5,Kagurusi,Female,JV,,,,
RT,R6,b,31,1,Kagurusi,Female,JV,,,,
RT,R6,b,33,2,Kagurusi,Female,JV,,,,
RT,R6,b,35,3,Kagurusi,Female,JV,,,,
RT,R6,b,37,4,Kagurusi,Female,JV,,,,
RT,R6,b,39,5,Kagurusi,Female,JV,,,,
RT,R6,b,28,0.1,Kaisiki,Female,JV,,,,
RT,R6,b,29,0.2-0.3,Kaisiki,Female,JV,,,,
RT,R6,b,29.5,0.4,Kaisiki,Female,JV,,,,
RT,R6,b,30,0.5,Kaisiki,Female,JV,,,,
RT,R6,b,31,1,Kaisiki,Female,JV,,,,
RT,R6,b,33,2,Kaisiki,Female,JV,,,,
RT,R6,b,35,3,Kaisiki,Female,JV,,,,
RT,R6,b,37,4,Kaisiki,Female,JV,,,,
RT,R6,b,39,5,Kaisiki,Female,JV,,,,
RT,R6,b,28,0.1,Kakaikuru,Female,AF,0,,no data,
RT,R6,b,29,0.2-0.3,Kakaikuru,Female,AF,0,,no data,
RT,R6,b,29.5,0.4,Kakaikuru,Female,AF,0,,no data,
RT,R6,b,30,0.5,Kakaikuru,Female,AF,0,,no data,
RT,R6,b,31,1,Kakaikuru,Female,AF,0,,no data,
RT,R6,b,33,2,Kakaikuru,Female,AF,0,,no data,
RT,R6,b,35,3,Kakaikuru,Female,AF,0,,no data,
RT,R6,b,37,4,Kakaikuru,Female,AF,0,,no data,
RT,R6,b,39,5,Kakaikuru,Female,AF,0,,no data,
RT,R6,b,28,0.1,Kalema,Female,JV,,,,
RT,R6,b,29,0.2-0.3,Kalema,Female,JV,,,,
RT,R6,b,29.5,0.4,Kalema,Female,JV,,,,
RT,R6,b,30,0.5,Kalema,Female,JV,,,,
RT,R6,b,31,1,Kalema,Female,JV,,,,
RT,R6,b,33,2,Kalema,Female,JV,,,,
RT,R6,b,35,3,Kalema,Female,JV,,,,
RT,R6,b,37,4,Kalema,Female,JV,,,,
RT,R6,b,39,5,Kalema,Female,JV,,,,
RT,R6,b,28,0.1,Kamakune,Female,AF,0,1,birth,
RT,R6,b,29,0.2-0.3,Kamakune,Female,AF,0,1,birth,
RT,R6,b,29.5,0.4,Kamakune,Female,AF,0,1,birth,
RT,R6,b,30,0.5,Kamakune,Female,AF,0,1,birth,
RT,R6,b,31,1,Kamakune,Female,AF,0,1,birth,
RT,R6,b,33,2,Kamakune,Female,AF,1,0,dInfant,
RT,R6,b,35,3,Kamakune,Female,AF,1,0,dInfant,
RT,R6,b,37,4,Kamakune,Female,AF,1,0,dInfant,
RT,R6,b,39,5,Kamakune,Female,AF,1,0,dInfant,
RT,R6,b,28,0.1,Karungi,Female,AF,0,1,birth,
RT,R6,b,29,0.2-0.3,Karungi,Female,AF,0,1,birth,
RT,R6,b,29.5,0.4,Karungi,Female,AF,0,1,birth,
RT,R6,b,30,0.5,Karungi,Female,AF,1,0,dInfant,
RT,R6,b,31,1,Karungi,Female,AF,1,0,dInfant,
RT,R6,b,33,2,Karungi,Female,AF,1,0,dInfant,
RT,R6,b,35,3,Karungi,Female,AF,1,0,dInfant,
RT,R6,b,37,4,Karungi,Female,AF,1,0,dInfant,
RT,R6,b,39,5,Karungi,Female,AF,1,0,dInfant,
RT,R6,b,28,0.1,Kasaija,Male,AM,,,,
RT,R6,b,29,0.2-0.3,Kasaija,Male,AM,,,,
RT,R6,b,29.5,0.4,Kasaija,Male,AM,,,,
RT,R6,b,30,0.5,Kasaija,Male,AM,,,,
RT,R6,b,31,1,Kasaija,Male,AM,,,,
RT,R6,b,33,2,Kasaija,Male,AM,,,,
RT,R6,b,35,3,Kasaija,Male,AM,,,,
RT,R6,b,37,4,Kasaija,Male,AM,,,,
RT,R6,b,39,5,Kasaija,Male,AM,,,,
RT,R6,b,28,0.1,Kasamaki,Female,JV,,,,
RT,R6,b,29,0.2-0.3,Kasamaki,Female,JV,,,,
RT,R6,b,29.5,0.4,Kasamaki,Female,JV,,,,
RT,R6,b,30,0.5,Kasamaki,Female,JV,,,,
RT,R6,b,31,1,Kasamaki,Female,JV,,,,
RT,R6,b,33,2,Kasamaki,Female,JV,,,,
RT,R6,b,35,3,Kasamaki,Female,JV,,,,
RT,R6,b,37,4,Kasamaki,Female,JV,,,,
RT,R6,b,39,5,Kasamaki,Female,JV,,,,
RT,R6,b,28,0.1,Kasemire,Female,JV,,,,
RT,R6,b,29,0.2-0.3,Kasemire,Female,JV,,,,
RT,R6,b,29.5,0.4,Kasemire,Female,JV,,,,
RT,R6,b,30,0.5,Kasemire,Female,JV,,,,
RT,R6,b,31,1,Kasemire,Female,JV,,,,
RT,R6,b,33,2,Kasemire,Female,JV,,,,
RT,R6,b,35,3,Kasemire,Female,JV,,,,
RT,R6,b,37,4,Kasemire,Female,JV,,,,
RT,R6,b,39,5,Kasemire,Female,JV,,,,
RT,R6,b,28,0.1,Kasigazi,Female,JV,,,,
RT,R6,b,29,0.2-0.3,Kasigazi,Female,JV,,,,
RT,R6,b,29.5,0.4,Kasigazi,Female,JV,,,,
RT,R6,b,30,0.5,Kasigazi,Female,JV,,,,
RT,R6,b,31,1,Kasigazi,Female,JV,,,,
RT,R6,b,33,2,Kasigazi,Female,JV,,,,
RT,R6,b,35,3,Kasigazi,Female,JV,,,,
RT,R6,b,37,4,Kasigazi,Female,JV,,,,
RT,R6,b,39,5,Kasigazi,Female,JV,,,,
RT,R6,b,28,0.1,Kebirungi,Female,AF,0,,no data,
RT,R6,b,29,0.2-0.3,Kebirungi,Female,AF,0,,no data,
RT,R6,b,29.5,0.4,Kebirungi,Female,AF,0,,no data,
RT,R6,b,30,0.5,Kebirungi,Female,AF,0,,no data,
RT,R6,b,31,1,Kebirungi,Female,AF,0,,no data,
RT,R6,b,33,2,Kebirungi,Female,AF,0,,no data,
RT,R6,b,35,3,Kebirungi,Female,AF,0,,no data,
RT,R6,b,37,4,Kebirungi,Female,AF,0,,no data,
RT,R6,b,39,5,Kebirungi,Female,AF,0,,no data,
RT,R6,b,28,0.1,Kengonzi,Female,AF,0,,no data,
RT,R6,b,29,0.2-0.3,Kengonzi,Female,AF,0,,no data,
RT,R6,b,29.5,0.4,Kengonzi,Female,AF,0,,no data,
RT,R6,b,30,0.5,Kengonzi,Female,AF,0,,no data,
RT,R6,b,31,1,Kengonzi,Female,AF,0,,no data,
RT,R6,b,33,2,Kengonzi,Female,AF,0,,no data,
RT,R6,b,35,3,Kengonzi,Female,AF,0,,no data,
RT,R6,b,37,4,Kengonzi,Female,AF,0,,no data,
RT,R6,b,39,5,Kengonzi,Female,AF,0,,no data,
RT,R6,b,28,0.1,Kentaro,Female,AF,0,,no data,
RT,R6,b,29,0.2-0.3,Kentaro,Female,AF,0,,no data,
RT,R6,b,29.5,0.4,Kentaro,Female,AF,0,,no data,
RT,R6,b,30,0.5,Kentaro,Female,AF,0,,no data,
RT,R6,b,31,1,Kentaro,Female,AF,0,,no data,
RT,R6,b,33,2,Kentaro,Female,AF,0,,no data,
RT,R6,b,35,3,Kentaro,Female,AF,0,,no data,
RT,R6,b,37,4,Kentaro,Female,AF,0,,no data,
RT,R6,b,39,5,Kentaro,Female,AF,0,,no data,
RT,R6,b,28,0.1,Koojo,Female,JV,,,,
RT,R6,b,29,0.2-0.3,Koojo,Female,JV,,,,
RT,R6,b,29.5,0.4,Koojo,Female,JV,,,,
RT,R6,b,30,0.5,Koojo,Female,JV,,,,
RT,R6,b,31,1,Koojo,Female,JV,,,,
RT,R6,b,33,2,Koojo,Female,JV,,,,
RT,R6,b,35,3,Koojo,Female,JV,,,,
RT,R6,b,37,4,Koojo,Female,JV,,,,
RT,R6,b,39,5,Koojo,Female,JV,,,,
RT,R6,b,28,0.1,Kyoya,Female,AF,0,,no data,
RT,R6,b,29,0.2-0.3,Kyoya,Female,AF,0,,no data,
RT,R6,b,29.5,0.4,Kyoya,Female,AF,0,,no data,
RT,R6,b,30,0.5,Kyoya,Female,AF,0,,no data,
RT,R6,b,31,1,Kyoya,Female,AF,0,,no data,
RT,R6,b,33,2,Kyoya,Female,AF,0,,no data,
RT,R6,b,35,3,Kyoya,Female,AF,0,,no data,
RT,R6,b,37,4,Kyoya,Female,AF,0,,no data,
RT,R6,b,39,5,Kyoya,Female,AF,0,,no data,
RT,R6,b,28,0.1,Leod,Male,,,,,
RT,R6,b,29,0.2-0.3,Leod,Male,,,,,
RT,R6,b,29.5,0.4,Leod,Male,,,,,
RT,R6,b,30,0.5,Leod,Male,,,,,
RT,R6,b,31,1,Leod,Male,,,,,
RT,R6,b,33,2,Leod,Male,,,,,
RT,R6,b,35,3,Leod,Male,,,,,
RT,R6,b,37,4,Leod,Male,,,,,
RT,R6,b,39,5,Leod,Male,,,,,
RT,R6,b,28,0.1,Lester,Male,,,,,
RT,R6,b,29,0.2-0.3,Lester,Male,,,,,
RT,R6,b,29.5,0.4,Lester,Male,,,,,
RT,R6,b,30,0.5,Lester,Male,,,,,
RT,R6,b,31,1,Lester,Male,,,,,
RT,R6,b,33,2,Lester,Male,,,,,
RT,R6,b,35,3,Lester,Male,,,,,
RT,R6,b,37,4,Lester,Male,,,,,
RT,R6,b,39,5,Lester,Male,,,,,
RT,R6,b,28,0.1,Macumu,Female,AF,0,,no data,
RT,R6,b,29,0.2-0.3,Macumu,Female,AF,0,,no data,
RT,R6,b,29.5,0.4,Macumu,Female,AF,0,,no data,
RT,R6,b,30,0.5,Macumu,Female,AF,0,,no data,
RT,R6,b,31,1,Macumu,Female,AF,0,,no data,
RT,R6,b,33,2,Macumu,Female,AF,0,,no data,
RT,R6,b,35,3,Macumu,Female,AF,0,,no data,
RT,R6,b,37,4,Macumu,Female,AF,0,,no data,
RT,R6,b,39,5,Macumu,Female,AF,0,,no data,
RT,R6,b,28,0.1,Mugisa,Female,JV,,,,
RT,R6,b,29,0.2-0.3,Mugisa,Female,JV,,,,
RT,R6,b,29.5,0.4,Mugisa,Female,JV,,,,
RT,R6,b,30,0.5,Mugisa,Female,JV,,,,
RT,R6,b,31,1,Mugisa,Female,JV,,,,
RT,R6,b,33,2,Mugisa,Female,JV,,,,
RT,R6,b,35,3,Mugisa,Female,JV,,,,
RT,R6,b,37,4,Mugisa,Female,JV,,,,
RT,R6,b,39,5,Mugisa,Female,JV,,,,
RT,R6,b,28,0.1,Murungi,Male,SM,,,,
RT,R6,b,29,0.2-0.3,Murungi,Male,SM,,,,
RT,R6,b,29.5,0.4,Murungi,Male,SM,,,,
RT,R6,b,30,0.5,Murungi,Male,SM,,,,
RT,R6,b,31,1,Murungi,Male,SM,,,,
RT,R6,b,33,2,Murungi,Male,SM,,,,
RT,R6,b,35,3,Murungi,Male,SM,,,,
RT,R6,b,37,4,Murungi,Male,SM,,,,
RT,R6,b,39,5,Murungi,Male,SM,,,,
RT,R6,b,28,0.1,Mutebi,Male,JV,,,,
RT,R6,b,29,0.2-0.3,Mutebi,Male,JV,,,,
RT,R6,b,29.5,0.4,Mutebi,Male,JV,,,,
RT,R6,b,30,0.5,Mutebi,Male,JV,,,,
RT,R6,b,31,1,Mutebi,Male,JV,,,,
RT,R6,b,33,2,Mutebi,Male,JV,,,,
RT,R6,b,35,3,Mutebi,Male,JV,,,,
RT,R6,b,37,4,Mutebi,Male,JV,,,,
RT,R6,b,39,5,Mutebi,Male,JV,,,,
RT,R6,b,28,0.1,Nkojo,Female,AF,0,,no data,
RT,R6,b,29,0.2-0.3,Nkojo,Female,AF,0,,no data,
RT,R6,b,29.5,0.4,Nkojo,Female,AF,0,,no data,
RT,R6,b,30,0.5,Nkojo,Female,AF,0,,no data,
RT,R6,b,31,1,Nkojo,Female,AF,0,,no data,
RT,R6,b,33,2,Nkojo,Female,AF,0,,no data,
RT,R6,b,35,3,Nkojo,Female,AF,0,,no data,
RT,R6,b,37,4,Nkojo,Female,AF,0,,no data,
RT,R6,b,39,5,Nkojo,Female,AF,0,,no data,
RT,R6,e,56,6-7,Ategeka,Female,SF,,,,
RT,R6,e,57,8,Ategeka,Female,SF,,,,
RT,R6,e,58,9,Ategeka,Female,SF,,,,
RT,R6,e,59,10-11,Ategeka,Female,SF,,,,
RT,R6,e,60,12-13,Ategeka,Female,SF,,,,
RT,R6,e,61,14-15,Ategeka,Female,SF,,,,
RT,R6,e,56,6-7,Bacwenkojo,Female,AF,0,1,birth,
RT,R6,e,57,8,Bacwenkojo,Female,AF,0,1,birth,
RT,R6,e,58,9,Bacwenkojo,Female,AF,1,0,dInfant,
RT,R6,e,59,10-11,Bacwenkojo,Female,AF,1,0,dInfant,
RT,R6,e,60,12-13,Bacwenkojo,Female,AF,1,0,dInfant,
RT,R6,e,61,14-15,Bacwenkojo,Female,AF,1,0,dInfant,phytoestrogen spike on 2/5
RT,R6,e,56,6-7,Basemera,Female,AF,0,0,E2 level,
RT,R6,e,57,8,Basemera,Female,AF,0,0,E2 level,
RT,R6,e,58,9,Basemera,Female,AF,0,0,E2 level,
RT,R6,e,59,10-11,Basemera,Female,AF,0,0,E2 level,
RT,R6,e,60,12-13,Basemera,Female,AF,0,0,E2 level,mates w/ Kasaija
RT,R6,e,61,14-15,Basemera,Female,AF,0,0,E2 level,phytoestrogen spike on 1/31
RT,R6,e,56,6-7,Chance,Male,SM,,,,
RT,R6,e,57,8,Chance,Male,SM,,,,
RT,R6,e,58,9,Chance,Male,SM,,,,
RT,R6,e,59,10-11,Chance,Male,SM,,,,
RT,R6,e,60,12-13,Chance,Male,SM,,,,
RT,R6,e,61,14-15,Chance,Male,SM,,,,
RT,R6,e,56,6-7,Kaana,Unknown,JV,,,,
RT,R6,e,57,8,Kaana,Unknown,JV,,,,
RT,R6,e,58,9,Kaana,Unknown,JV,,,,
RT,R6,e,59,10-11,Kaana,Unknown,JV,,,,
RT,R6,e,60,12-13,Kaana,Unknown,JV,,,,
RT,R6,e,61,14-15,Kaana,Unknown,JV,,,,
RT,R6,e,56,6-7,Kabaganda,Female,AF,0,1,E2 level,
RT,R6,e,57,8,Kabaganda,Female,AF,0,1,E2 level,
RT,R6,e,58,9,Kabaganda,Female,AF,0,1,E2 level,
RT,R6,e,59,10-11,Kabaganda,Female,AF,0,1,E2 level,
RT,R6,e,60,12-13,Kabaganda,Female,AF,0,1,E2 level,
RT,R6,e,61,14-15,Kabaganda,Female,AF,0,0,E2 level,miscarriage or stillbirth
RT,R6,e,56,6-7,Kabarwani,Female,AF,0,1,E2 level,
RT,R6,e,57,8,Kabarwani,Female,AF,0,1,E2 level,
RT,R6,e,58,9,Kabarwani,Female,AF,0,1,E2 level,
RT,R6,e,59,10-11,Kabarwani,Female,AF,0,1,E2 level,
RT,R6,e,60,12-13,Kabarwani,Female,AF,0,1,E2 level,
RT,R6,e,61,14-15,Kabarwani,Female,AF,0,0,E2 level,miscarriage or stillbirth
RT,R6,e,56,6-7,Kabeba,Unknown,JV,,,,
RT,R6,e,57,8,Kabeba,Unknown,JV,,,,
RT,R6,e,58,9,Kabeba,Unknown,JV,,,,
RT,R6,e,59,10-11,Kabeba,Unknown,JV,,,,
RT,R6,e,60,12-13,Kabeba,Unknown,JV,,,,
RT,R6,e,61,14-15,Kabeba,Unknown,JV,,,,
RT,R6,e,56,6-7,Kabulemu,Female,AF,0,1,E2 level,
RT,R6,e,57,8,Kabulemu,Female,AF,0,1,E2 level,
RT,R6,e,58,9,Kabulemu,Female,AF,0,1,E2 level,
RT,R6,e,59,10-11,Kabulemu,Female,AF,0,1,E2 level,
RT,R6,e,60,12-13,Kabulemu,Female,AF,0,10,E2 level,"miscarriage or stillbirth: prego in wp 12, not prego in wp 13"
RT,R6,e,61,14-15,Kabulemu,Female,AF,0,0,E2 level,
RT,R6,e,56,6-7,Kacupa,Female,SF,,,,
RT,R6,e,57,8,Kacupa,Female,SF,,,,
RT,R6,e,58,9,Kacupa,Female,SF,,,,
RT,R6,e,59,10-11,Kacupa,Female,SF,,,,
RT,R6,e,60,12-13,Kacupa,Female,SF,,,,
RT,R6,e,61,14-15,Kacupa,Female,SF,,,,
RT,R6,e,56,6-7,Kagurusi,Female,SF,,,,
RT,R6,e,57,8,Kagurusi,Female,SF,,,,
RT,R6,e,58,9,Kagurusi,Female,SF,,,,
RT,R6,e,59,10-11,Kagurusi,Female,SF,,,,
RT,R6,e,60,12-13,Kagurusi,Female,SF,,,,
RT,R6,e,61,14-15,Kagurusi,Female,SF,,,,phytoestrogen spike on 2/3
RT,R6,e,56,6-7,Kaisiki,Female,AF,0,0,E2 level,
RT,R6,e,57,8,Kaisiki,Female,AF,0,0,E2 level,
RT,R6,e,58,9,Kaisiki,Female,AF,0,0,E2 level,
RT,R6,e,59,10-11,Kaisiki,Female,AF,0,0,E2 level,
RT,R6,e,60,12-13,Kaisiki,Female,AF,0,0,E2 level,
RT,R6,e,61,14-15,Kaisiki,Female,AF,0,0,E2 level,
RT,R6,e,56,6-7,Kakaikuru,Female,AF,0,1,inferred,
RT,R6,e,57,8,Kakaikuru,Female,AF,0,1,inferred,
RT,R6,e,58,9,Kakaikuru,Female,AF,0,1,inferred,
RT,R6,e,59,10-11,Kakaikuru,Female,AF,0,1,E2 level,
RT,R6,e,60,12-13,Kakaikuru,Female,AF,0,1,E2 level,
