Species,Period,WoP,Sample,Group,Date,Time,Name,Class,Status Cort,Cort_DW
RT,f,63 ,543,R4,03/22/2014,10:22,Uranus,AF,done,"5,022 "
RT,f,64 ,578,R4,04/13/2014,13:24,Uranus,AF,done,377 
RT,f,65 ,618,R4,05/14/2014,11:11,Uranus,AF,done,84 
RT,f,66 ,647,R4,06/15/2014,14:06,Uranus,AF,done,122 
RT,f,66 ,666,R4,06/18/2014,14:11,Uranus,AF,done,279 
RT,f,67 ,688,R4,07/13/2014,15:28,Uranus,AF,done,619 
RT,d,49 ,145,R4,12/31/2012,13:43,Venus,AF,done,535 
RT,d,50 ,152,R4,01/17/2013,11:30,Venus,AF,done,"1,668 "
RT,d,51 ,183,R4,02/06/2013,11:07,Venus,AF,done,351 
RT,d,51 ,197,R4,02/10/2013,12:51,Venus,AF,done,708 
RT,d,51 ,201,R4,02/11/2013,12:44,Venus,AF,done,"1,763 "
RT,d,51 ,212,R4,02/15/2013,12:51,Venus,AF,done,"3,436 "
RT,d,52 ,228,R4,03/09/2013,10:36,Venus,AF,done,"1,511 "
RT,d,53 ,251,R4,03/27/2013,11:51,Venus,AF,done,369 
RT,d,53 ,260,R4,04/01/2013,01:48,Venus,AF,done,231 
RT,f,63 ,500,R4,03/15/2014,12:11,Venus,AF,done,"2,489 "
RT,f,63 ,511,R4,03/17/2014,11:25,Venus,AF,done,777 
RT,f,63 ,518,R4,03/18/2014,14:09,Venus,AFi,done,717 
RT,f,63 ,547,R4,03/23/2014,12:10,Venus,AF,done,"5,026 "
RT,f,66 ,636,R4,06/13/2014,10:16,Venus,AF,done,"2,244 "
RT,f,67 ,699,R4,07/17/2014,10:20,Venus,AF,done,240 
RT,e,57 ,298,R5,11/05/2013,13:19,Annette,AF,done,223 
RT,e,58 ,321,R5,12/01/2013,13:00,Annette,AF,done,109 
RT,e,60 ,359,R5,01/04/2014,11:15,Annette,AF,done,395 
RT,e,60 ,382,R5,01/08/2014,13:14,Annette,AF,done,201 
RT,e,60 ,408,R5,01/13/2014,11:52,Annette,AF,done,113 
RT,e,61 ,473,R5,02/03/2014,14:00,Annette,AF,done,"1,249 "
RT,e,60 ,416,R5,01/15/2014,12:40,Chris,AF,done,216 
RT,e,61 ,463,R5,02/02/2014,16:45,Chris,AF,done,374 
RT,e,58 ,291,R5,11/22/2013,15:01,Dizzy,AF,done,778 
RT,e,60 ,384,R5,01/09/2014,14:02,Dizzy,AF,done,243 
RT,e,60 ,392,R5,01/10/2014,15:20,Dizzy,AF,done,168 
RT,e,61 ,475,R5,02/03/2014,15:05,Dizzy,AF,done,441 
RT,e,57 ,296,R5,11/04/2013,12:08,Doreen,AF,done,76 
RT,e,58 ,281,R5,11/20/2013,12:43,Doreen,AF,done,115 
RT,e,58 ,304,R5,11/23/2013,12:32,Doreen,AF,done,301 
RT,e,58 ,306,R5,11/24/2013,13:15,Doreen,AF,done,115 
RT,e,58 ,311,R5,11/27/2013,11:06,Doreen,AF,done,242 
RT,e,59 ,331,R5,12/15/2013,12:04,Doreen,AF,done,96 
RT,e,59 ,336,R5,12/17/2013,10:28,Doreen,AF,done,164 
RT,e,59 ,341,R5,12/18/2013,09:00,Doreen,AF,done,184 
RT,e,60 ,364,R5,01/05/2014,10:10,Doreen,AF,done,374 
RT,e,60 ,372,R5,01/06/2014,14:16,Doreen,AF,done,526 
RT,e,60 ,404,R5,01/12/2014,12:09,Doreen,AF,done,545 
RT,e,61 ,445,R5,01/31/2014,13:22,Doreen,AF,done,363 
RT,e,57 ,292,R5,11/02/2013,12:27,Edith,AF,done,271 
RT,e,57 ,299,R5,11/05/2013,14:13,Edith,AF,done,412 
RT,e,58 ,287,R5,11/21/2013,11:17,Edith,AF,done,69 
RT,e,58 ,290,R5,11/22/2013,13:21,Edith,AF,done,150 
RT,e,58 ,303,R5,11/23/2013,11:21,Edith,AF,done,182 
RT,e,58 ,307,R5,11/25/2013,12:11,Edith,AF,done,110 
RT,e,58 ,314,R5,11/28/2013,13:11,Edith,AF,done,294 
RT,e,59 ,323,R5,12/10/2013,12:12,Edith,AF,done,174 
RT,e,60 ,374,R5,01/07/2014,11:50,Edith,AF,done,248 
RT,e,61 ,422,R5,01/25/2014,14:03,Edith,AF,done,221 
RT,e,61 ,460,R5,02/02/2014,12:14,Edith,AF,done,305 
RT,e,58 ,308,R5,11/26/2013,09:51,Jane,AF,done,175 
RT,e,58 ,317,R5,11/29/2013,12:02,Jane,AF,done,214 
RT,e,59 ,328,R5,12/13/2013,14:11,Jane,AF,done,108 
RT,e,59 ,333,R5,12/16/2013,09:30,Jane,AF,done,339 
RT,e,59 ,337,R5,12/17/2013,12:40,Jane,AF,done,309 
RT,e,59 ,353,R5,12/20/2013,15:18,Jane,AF,done,106 
RT,e,60 ,373,R5,01/07/2014,10:13,Jane,AF,done,300 
RT,e,60 ,381,R5,01/08/2014,11:50,Jane,AF,done,606 
RT,e,61 ,443,R5,01/31/2014,10:15,Jane,AF,done,667 
RT,e,60 ,406,R5,01/13/2014,09:50,Joy,SF,done,298 
RT,e,57 ,283,R5,10/29/2013,12:41,Julie,AF,done,222 
RT,e,58 ,300,R5,11/23/2013,10:55,Julie,AF,done,570 
RT,e,58 ,313,R5,11/28/2013,08:45,Julie,AF,done,180 
RT,e,60 ,398,R5,01/11/2014,16:54,Julie,AF,done,899 
RT,e,61 ,420,R5,01/25/2014,13:06,Julie,AF,done,449 
RT,e,61 ,451,R5,02/01/2014,10:09,Julie,AF,done,162 
RT,e,61 ,461,R5,02/02/2014,13:30,Julie,AF,done,404 
RT,e,58 ,318,R5,11/29/2013,13:20,Kate,AF,done,95 
RT,e,59 ,338,R5,12/17/2013,14:11,Kate,AF,done,334 
RT,e,59 ,346,R5,12/19/2013,09:10,Kate,AF,done,157 
RT,e,60 ,375,R5,01/07/2014,10:13,Kate,AF,done,124 
RT,e,60 ,407,R5,01/13/2014,11:00,Kate,AF,done,302 
RT,e,61 ,431,R5,01/26/2014,12:14,Kate,AF,done,515 
RT,e,57 ,294,R5,11/04/2013,11:42,Light,AF,done,130 
RT,e,57 ,302,R5,11/06/2013,14:01,Light,AF,done,166 
RT,e,58 ,320,R5,12/01/2013,11:58,Light,AF,done,166 
RT,e,59 ,326,R5,12/12/2013,11:27,Light,AF,done,181 
RT,e,59 ,342,R5,12/18/2013,10:08,Light,AF,done,146 
RT,e,60 ,383,R5,01/09/2014,12:14,Light,AF,done,223 
RT,e,60 ,409,R5,01/13/2014,14:15,Light,AF,done,132 
RT,e,61 ,474,R5,02/03/2014,14:37,Light,AF,done,345 
RT,e,57 ,288,R5,10/31/2013,12:30,Mark,AM,done,75 
RT,e,60 ,369,R5,01/06/2014,10:40,Mark,AM,done,183 
RT,e,60 ,413,R5,01/14/2014,11:18,Mark,AM,done,315 
RT,e,61 ,432,R5,01/26/2014,13:47,Mark,AM,done,"1,929 "
RT,e,61 ,421,R5,01/25/2014,13:15,Patrick,AF,done,376 
RT,e,57 ,297,R5,11/05/2013,12:44,Ringtail,AF,done,228 
RT,e,57 ,301,R5,11/06/2013,12:51,Ringtail,AF,done,204 
RT,e,58 ,305,R5,11/24/2013,13:03,Ringtail,AF,done,43 
RT,e,59 ,352,R5,12/20/2013,13:47,Ringtail,AF,done,217 
RT,e,60 ,391,R5,01/10/2014,13:40,Ringtail,AF,done,238 
RT,e,60 ,415,R5,01/15/2014,12:00,Ringtail,AF,done,144 
RT,e,61 ,472,R5,02/03/2014,09:54,Ringtail,AF,done,446 
RT,e,57 ,282,R5,10/29/2013,09:55,Rose,AF,done,559 
RT,e,58 ,309,R5,11/26/2013,11:12,Rose,AF,done,207 
RT,e,58 ,316,R5,11/29/2013,10:08,Rose,AF,done,151 
RT,e,58 ,319,R5,12/01/2013,11:50,Rose,AF,done,61 
RT,e,59 ,343,R5,12/18/2013,11:30,Rose,AF,done,284 
RT,e,60 ,370,R5,01/06/2014,11:03,Rose,AF,done,518 
RT,e,60 ,414,R5,01/14/2014,13:25,Rose,AF,done,162 
RT,e,61 ,444,R5,01/31/2014,11:30,Rose,AF,done,693 
RT,e,61 ,459,R5,02/02/2014,10:20,Rose,AF,done,"1,991 "
RT,e,61 ,484,R5,02/04/2014,13:26,Rose,AF,done,"1,155 "
RT,e,61 ,487,R5,02/05/2014,13:08,Rose,AF,done,344 
RT,e,57 ,295,R5,11/04/2013,13:45,Sarah,AF,done,107 
RT,e,59 ,327,R5,12/13/2013,13:40,Sarah,AF,done,93 
RT,e,59 ,348,R5,12/19/2013,01:20,Sarah,AF,done,294 
RT,e,60 ,358,R5,01/04/2014,10:11,Sarah,AF,done,"1,058 "
RT,e,60 ,390,R5,01/10/2014,11:43,Sarah,AF,done,233 
RT,e,61 ,435,R5,01/27/2014,14:14,Sarah,AF,done,156 
RT,e,61 ,452,R5,02/01/2014,12:48,Sarah,AF,done,262 
RT,e,58 ,312,R5,11/27/2013,11:48,Teddy,AF,done,100 
RT,e,59 ,322,R5,12/10/2013,23:50,Teddy,AF,done,415 
RT,e,59 ,330,R5,12/15/2013,11:40,Teddy,AF,done,131 
RT,e,59 ,347,R5,12/19/2013,09:16,Teddy,AF,done,673 
RT,e,60 ,365,R5,01/05/2014,12:23,Teddy,AF,done,208 
RT,e,61 ,423,R5,01/25/2014,15:00,Teddy,AF,done,232 
RT,e,61 ,446,R5,01/31/2014,16:00,Teddy,AF,done,235 
RT,e,60 ,371,R5,01/06/2014,13:07,Topista,AF,done,280 
RT,e,60 ,380,R5,01/08/2014,11:45,Topista,AF,done,466 
RT,e,60 ,397,R5,01/11/2014,14:18,Topista,AF,done,152 
RT,e,61 ,462,R5,02/02/2014,14:15,Topista,AF,done,149 
RT,e,59 ,324,R6,12/10/2013,12:10,Ategeka,SF,done,246 
RT,e,56 ,264,R6,09/28/2013,14:35,Bacwenkojo,AF,done,510 
RT,e,56 ,274,R6,10/09/2013,09:45,Bacwenkojo,AF,done,537 
RT,e,59 ,354,R6,12/20/2013,12:45,Bacwenkojo,AF,done,587 
RT,e,60 ,377,R6,01/07/2014,12:11,Bacwenkojo,AF,done,259 
RT,e,60 ,399,R6,01/11/2014,11:22,Bacwenkojo,AF,done,"1,263 "
RT,e,61 ,450,R6,01/31/2014,13:20,Bacwenkojo,AF,done,"1,324 "
RT,e,61 ,491,R6,02/05/2014,14:01,Bacwenkojo,AF,done,"1,230 "
RT,e,56 ,267,R6,10/03/2013,14:10,Basemera,AF,done,804 
RT,e,59 ,350,R6,12/19/2013,13:22,Basemera,AF,done,304 
RT,e,60 ,361,R6,01/04/2014,11:25,Basemera,AF,done,183 
RT,e,60 ,395,R6,01/10/2014,12:50,Basemera,AF,done,440 
RT,e,61 ,436,R6,01/27/2014,09:15,Basemera,AF,done,"3,404 "
RT,e,61 ,447,R6,01/31/2014,10:20,Basemera,AF,done,"1,115 "
RT,e,61 ,454,R6,02/01/2014,11:15,Basemera,AF,done,"1,404 "
RT,e,60 ,362,R6,01/04/2014,15:20,Chance,SM,done,154 
RT,e,60 ,402,R6,01/11/2014,13:11,Kabaganda,AF,done,"1,135 "
RT,e,61 ,426,R6,01/25/2014,12:23,Kabaganda,AF,done,"1,995 "
RT,e,61 ,456,R6,02/01/2014,13:12,Kabaganda,AF,done,"1,394 "
RT,e,56 ,271,R6,10/05/2013,14:43,Kabarwani,AF,done,683 
RT,e,56 ,272,R6,10/08/2013,09:11,Kabarwani,AF,done,677 
RT,e,57 ,284,R6,10/29/2013,13:50,Kabarwani,AF,done,81 
RT,e,59 ,325,R6,12/11/2013,12:10,Kabarwani,AF,done,"2,419 "
RT,e,59 ,340,R6,12/17/2013,13:52,Kabarwani,AF,done,278 
RT,e,60 ,367,R6,01/05/2014,12:11,Kabarwani,AF,done,759 
RT,e,60 ,400,R6,01/11/2014,11:29,Kabarwani,AF,done,421 
RT,e,61 ,429,R6,01/25/2014,14:10,Kabarwani,AF,done,83 
RT,e,61 ,455,R6,02/01/2014,13:11,Kabarwani,AF,done,636 
RT,e,61 ,470,R6,02/02/2014,13:26,Kabarwani,AF,done,740 
RT,e,56 ,269,R6,10/04/2013,15:20,Kabulemu,AF,done,347 
RT,e,56 ,273,R6,10/08/2013,14:30,Kabulemu,AF,done,287 
RT,e,59 ,357,R6,12/21/2013,13:27,Kabulemu,AF,done,"1,005 "
RT,e,60 ,368,R6,01/05/2014,14:07,Kabulemu,AF,done,490 
RT,e,60 ,379,R6,01/07/2014,15:25,Kabulemu,AF,done,461 
RT,e,60 ,396,R6,01/10/2014,14:31,Kabulemu,AF,done,394 
RT,e,60 ,417,R6,01/15/2014,10:22,Kabulemu,AF,done,225 
RT,e,61 ,467,R6,02/02/2014,12:15,Kabulemu,AF,done,582 
RT,e,61 ,477,R6,02/03/2014,11:20,Kabulemu,AF,done,489 
RT,e,61 ,482,R6,02/03/2014,13:50,Kagurusi,SF,done,436 
RT,e,56 ,265,R6,10/01/2013,10:30,Kaisiki,AF,done,226 
RT,e,56 ,276,R6,10/09/2013,12:22,Kaisiki,AF,done,165 
RT,e,57 ,289,R6,10/31/2013,14:00,Kaisiki,AF,done,101 
RT,e,60 ,388,R6,01/09/2014,14:39,Kaisiki,AF,done,263 
RT,e,61 ,428,R6,01/25/2014,13:11,Kaisiki,AF,done,"3,347 "
RT,e,61 ,464,R6,02/02/2014,10:15,Kaisiki,AF,done,"1,056 "
RT,e,59 ,349,R6,12/19/2013,12:28,Kakaikuru,AF,done,"1,918 "
RT,e,60 ,385,R6,01/09/2014,11:42,Kakaikuru,AF,done,"2,763 "
RT,e,60 ,412,R6,01/13/2014,08:15,Kakaikuru,AF,done,"1,808 "
RT,e,60 ,418,R6,01/15/2014,10:33,Kakaikuru,AF,done,199 
RT,e,61 ,465,R6,02/02/2014,10:25,Kakaikuru,AF,done,"1,261 "
RT,e,61 ,478,R6,02/03/2014,12:01,Kakaikuru,AF,done,"2,402 "
RT,e,56 ,268,R6,10/04/2013,11:27,Kalema,AF,done,"1,122 "
RT,e,61 ,430,R6,01/25/2014,15:45,Kalema,AF,done,120 
RT,e,61 ,437,R6,01/27/2014,09:41,Kalema,AF,done,"4,357 "
RT,e,59 ,344,R6,12/18/2013,12:14,Kamakune,AF,done,194 
RT,e,60 ,393,R6,01/10/2014,08:15,Kamakune,AF,done,220 
RT,e,61 ,433,R6,01/26/2014,12:15,Kamakune,AF,done,484 
RT,e,61 ,466,R6,02/02/2014,11:20,Kamakune,AF,done,"2,272 "
RT,e,61 ,476,R6,02/03/2014,11:11,Kamakune,AF,done,879 
RT,e,56 ,270,R6,10/05/2013,11:25,Karungi,AF,done,244 
RT,e,57 ,286,R6,10/30/2013,12:26,Karungi,AF,done,324 
RT,e,59 ,334,R6,12/16/2013,12:48,Karungi,AFi,done,174 
RT,e,60 ,360,R6,01/04/2014,11:05,Karungi,AF,done,292 
RT,e,60 ,401,R6,01/11/2014,12:10,Karungi,AF,done,"2,137 "
RT,e,61 ,483,R6,02/03/2014,14:10,Karungi,AF,done,611 
RT,e,58 ,310,R6,11/27/2013,10:20,Kasaija,AM,done,107 
RT,e,59 ,356,R6,12/21/2013,13:10,Kasaija,AM,done,83 
RT,e,60 ,419,R6,01/16/2014,10:41,Kasaija,AM,done,666 
RT,e,60 ,387,R6,01/09/2014,14:01,Kasemire,AF,done,145 
RT,e,61 ,488,R6,02/05/2014,11:39,Kasemire,AF,done,"1,573 "
RT,e,60 ,363,R6,01/04/2014,16:10,Kasigazi,SF,done,121 
RT,e,56 ,266,R6,10/01/2013,11:20,Kebirungi,AF,done,598 
RT,e,59 ,355,R6,12/20/2013,13:05,Kebirungi,AF,done,186 
RT,e,60 ,386,R6,01/09/2014,13:51,Kebirungi,AF,done,"3,520 "
RT,e,60 ,410,R6,01/13/2014,10:55,Kebirungi,AF,done,898 
RT,e,61 ,424,R6,01/25/2014,11:13,Kebirungi,AF,done,255 
RT,e,61 ,439,R6,01/27/2014,12:20,Kebirungi,AF,done,242 
RT,e,61 ,471,R6,02/02/2014,14:24,Kebirungi,AF,done,788 
RT,e,57 ,293,R6,11/02/2013,14:11,Kengonzi,AF,done,189 
RT,e,59 ,329,R6,12/13/2013,14:45,Kengonzi,AFI,done,155 
RT,e,59 ,335,R6,12/16/2013,13:50,Kengonzi,AFi,done,135 
RT,e,59 ,339,R6,12/17/2013,13:25,Kengonzi,AF,done,252 
RT,e,60 ,376,R6,01/07/2014,10:45,Kengonzi,AF,done,202 
RT,e,61 ,448,R6,01/31/2014,12:16,Kengonzi,AF,done,462 
RT,e,61 ,481,R6,02/03/2014,13:33,Kengonzi,AF,done,510 
RT,e,60 ,405,R6,01/12/2014,09:13,Kentaro,AF,done,"2,426 "
RT,e,61 ,425,R6,01/25/2014,11:25,Kentaro,AF,done,477 
RT,e,61 ,442,R6,01/27/2014,14:06,Kentaro,AF,done,"5,030 "
RT,e,61 ,458,R6,02/01/2014,14:20,Kentaro,AF,done,950 
RT,e,61 ,490,R6,02/05/2014,13:54,Kentaro,AF,done,"2,527 "
RT,e,60 ,389,R6,01/09/2014,15:49,Koojo,SF,done,314 
RT,e,61 ,434,R6,01/26/2014,14:21,Koojo,SF,done,"1,535 "
RT,e,56 ,275,R6,10/09/2013,10:10,Kyoya,AF,done,245 
RT,e,57 ,285,R6,10/29/2013,16:05,Kyoya,AF,done,417 
RT,e,60 ,378,R6,01/07/2014,14:15,Kyoya,AF,done,"1,064 "
RT,e,60 ,411,R6,01/13/2014,11:12,Kyoya,AF,done,858 
RT,e,61 ,427,R6,01/25/2014,12:55,Kyoya,AF,done,515 
RT,e,61 ,438,R6,01/27/2014,11:20,Kyoya,AF,done,855 
RT,e,61 ,449,R6,01/31/2014,13:11,Kyoya,AF,done,265 
RT,e,61 ,479,R6,02/03/2014,12:43,Kyoya,AF,done,579 
RT,e,60 ,403,R6,01/11/2014,13:20,Macumu,AF,done,871 
RT,e,61 ,440,R6,01/27/2014,12:58,Macumu,AF,done,"2,093 "
RT,e,61 ,453,R6,02/01/2014,10:27,Macumu,AF,done,"1,810 "
RT,e,61 ,480,R6,02/03/2014,12:45,Macumu,AF,done,567 
RT,e,59 ,345,R6,12/18/2013,13:22,Mugisa,SF,done,823 
RT,e,60 ,366,R6,01/05/2014,11:44,Mugisa,SF,done,544 
RT,e,61 ,468,R6,02/02/2014,12:40,Mugisa,SF,done,"1,258 "
RT,e,59 ,351,R6,12/19/2013,13:45,Murungi,SM,done,618 
RT,e,61 ,469,R6,02/02/2014,12:44,Murungi,SM,done,432 
RT,e,60 ,394,R6,01/10/2014,10:43,Mutebi,SM,done,771 
RT,e,61 ,457,R6,02/01/2014,13:38,Mutebi,SM,done,"1,248 "
RT,e,59 ,332,R6,12/15/2013,11:25,Nkojo,AF,done,188 
RT,e,61 ,441,R6,01/27/2014,13:01,Nkojo,AF,done,128 
